trial_id,title,condition,intervention,phase,status,start_date,estimated_completion,sponsor,enrollment_target,primary_endpoint,location,inclusion_criteria,exclusion_criteria
NCT26123249,A Phase III Study of Vaccine in Bipolar Disorder,Bipolar Disorder,Dietary supplement,II,Suspended,2022-05-20,2025-09-07,Merck,479,Safety and efficacy of intervention in Bipolar Disorder,Europe,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT23263930,A Phase I Study of Vaccine in Multiple Sclerosis,Multiple Sclerosis,Surgical procedure,II,Recruiting,2022-11-07,2027-04-20,Merck,853,Safety and efficacy of intervention in Multiple Sclerosis,Global,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT39672059,A Phase I Study of Behavioral intervention in HIV/AIDS,HIV/AIDS,Novel pharmaceutical compound,III,Completed,2025-07-17,2026-06-07,Academic Medical Center,1442,Safety and efficacy of intervention in HIV/AIDS,Asia-Pacific,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT87452009,A Phase II Study of Combination therapy in Chronic Kidney Disease,Chronic Kidney Disease,Combination therapy,I,Not yet recruiting,2022-04-05,2023-09-04,Pfizer,3416,Safety and efficacy of intervention in Chronic Kidney Disease,Europe,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT79005087,A Phase I Study of Novel pharmaceutical compound in Schizophrenia,Schizophrenia,Gene therapy,I,Suspended,2019-12-05,2020-08-10,Johnson & Johnson,3198,Safety and efficacy of intervention in Schizophrenia,Global,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57959205,A Phase I Study of Vaccine in Depression,Depression,Gene therapy,III,Completed,2024-03-07,2028-12-09,Academic Medical Center,2758,Safety and efficacy of intervention in Depression,Europe,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40801452,A Phase I Study of Combination therapy in Chronic Kidney Disease,Chronic Kidney Disease,Stem cell therapy,II,Not yet recruiting,2022-09-18,2027-03-23,Pfizer,4712,Safety and efficacy of intervention in Chronic Kidney Disease,Global,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT72747101,A Phase IV Study of Immunotherapy in Bipolar Disorder,Bipolar Disorder,Dietary supplement,III,Suspended,2023-07-18,2028-07-15,NIH,4135,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT99032182,A Phase I Study of Immunotherapy in Diabetes Type 1,Diabetes Type 1,Vaccine,II,Completed,2020-11-19,2021-09-23,Pfizer,4696,Safety and efficacy of intervention in Diabetes Type 1,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT97949103,A Phase I Study of Behavioral intervention in Osteoarthritis,Osteoarthritis,Immunotherapy,II,Completed,2020-01-13,2020-10-21,Merck,2042,Safety and efficacy of intervention in Osteoarthritis,Asia-Pacific,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT27424557,A Phase III Study of Vaccine in Breast Cancer,Breast Cancer,Vaccine,III,Recruiting,2021-02-14,2025-03-06,Roche,4489,Safety and efficacy of intervention in Breast Cancer,United States,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT24304675,A Phase III Study of Dietary supplement in Coronary Artery Disease,Coronary Artery Disease,Medical device,III,Completed,2020-11-29,2024-03-02,Pfizer,2275,Safety and efficacy of intervention in Coronary Artery Disease,Europe,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT24513724,A Phase IV Study of Immunotherapy in Bipolar Disorder,Bipolar Disorder,Immunotherapy,IV,Completed,2023-02-17,2025-12-17,Roche,1081,Safety and efficacy of intervention in Bipolar Disorder,Europe,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT63823284,A Phase IV Study of Immunotherapy in Asthma,Asthma,Stem cell therapy,I,Suspended,2025-01-14,2028-11-09,NIH,3048,Safety and efficacy of intervention in Asthma,Europe,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT23186148,A Phase I Study of Combination therapy in Parkinson's Disease,Parkinson's Disease,Behavioral intervention,II,Recruiting,2020-08-15,2024-02-06,NIH,1578,Safety and efficacy of intervention in Parkinson's Disease,Global,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT99234053,A Phase I Study of Behavioral intervention in Bipolar Disorder,Bipolar Disorder,Stem cell therapy,IV,Recruiting,2018-12-13,2020-07-25,Johnson & Johnson,4661,Safety and efficacy of intervention in Bipolar Disorder,Europe,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT91496909,A Phase II Study of Medical device in Bipolar Disorder,Bipolar Disorder,Dietary supplement,II,Terminated,2022-07-04,2023-04-15,Academic Medical Center,3885,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT52205046,A Phase II Study of Vaccine in Heart Failure,Heart Failure,Surgical procedure,II,Not yet recruiting,2019-01-24,2023-07-02,GSK,1707,Safety and efficacy of intervention in Heart Failure,Global,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT29655679,A Phase I Study of Gene therapy in Hypertension,Hypertension,Gene therapy,IV,Suspended,2021-08-26,2024-10-09,Merck,758,Safety and efficacy of intervention in Hypertension,Global,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74459569,A Phase I Study of Immunotherapy in Diabetes Type 1,Diabetes Type 1,Stem cell therapy,II,Not yet recruiting,2025-02-12,2025-11-03,NIH,602,Safety and efficacy of intervention in Diabetes Type 1,Global,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT50308060,A Phase IV Study of Vaccine in Parkinson's Disease,Parkinson's Disease,Dietary supplement,IV,"Active, not recruiting",2022-06-29,2026-11-24,Academic Medical Center,459,Safety and efficacy of intervention in Parkinson's Disease,Europe,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT85222795,A Phase III Study of Immunotherapy in Prostate Cancer,Prostate Cancer,Immunotherapy,III,Not yet recruiting,2019-05-30,2024-03-20,Novartis,4600,Safety and efficacy of intervention in Prostate Cancer,Global,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT67356148,A Phase III Study of Novel pharmaceutical compound in Parkinson's Disease,Parkinson's Disease,Immunotherapy,II,Not yet recruiting,2022-05-08,2026-11-21,Academic Medical Center,3187,Safety and efficacy of intervention in Parkinson's Disease,Global,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40270940,A Phase I Study of Dietary supplement in Psoriasis,Psoriasis,Combination therapy,I,Completed,2023-07-10,2024-05-16,Merck,1841,Safety and efficacy of intervention in Psoriasis,Asia-Pacific,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT55936603,A Phase II Study of Combination therapy in Hepatitis C,Hepatitis C,Vaccine,I,Terminated,2023-01-09,2027-11-25,Merck,3173,Safety and efficacy of intervention in Hepatitis C,Global,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT28883681,A Phase IV Study of Behavioral intervention in Chronic Kidney Disease,Chronic Kidney Disease,Dietary supplement,III,Suspended,2022-12-13,2025-01-13,Novartis,2564,Safety and efficacy of intervention in Chronic Kidney Disease,Asia-Pacific,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT78266502,A Phase IV Study of Vaccine in Depression,Depression,Behavioral intervention,III,Recruiting,2023-05-09,2025-01-07,Novartis,4680,Safety and efficacy of intervention in Depression,Asia-Pacific,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT31368462,A Phase II Study of Behavioral intervention in ADHD,ADHD,Gene therapy,II,Not yet recruiting,2019-09-08,2021-08-01,Johnson & Johnson,2824,Safety and efficacy of intervention in ADHD,Europe,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT62048505,A Phase I Study of Vaccine in Lung Cancer,Lung Cancer,Novel pharmaceutical compound,III,Completed,2023-10-16,2024-12-31,Merck,163,Safety and efficacy of intervention in Lung Cancer,United States,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74220076,A Phase II Study of Behavioral intervention in Diabetes Type 2,Diabetes Type 2,Vaccine,II,Terminated,2020-10-15,2022-01-25,GSK,2945,Safety and efficacy of intervention in Diabetes Type 2,Europe,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34627167,A Phase II Study of Immunotherapy in Osteoarthritis,Osteoarthritis,Combination therapy,IV,Completed,2022-11-03,2027-08-03,Merck,3905,Safety and efficacy of intervention in Osteoarthritis,Europe,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT47627007,A Phase IV Study of Immunotherapy in Sleep Apnea,Sleep Apnea,Dietary supplement,I,Completed,2023-08-25,2026-01-26,Academic Medical Center,4625,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT52416804,A Phase IV Study of Stem cell therapy in Bipolar Disorder,Bipolar Disorder,Behavioral intervention,IV,Completed,2023-10-21,2026-02-07,GSK,124,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT85104929,A Phase II Study of Vaccine in Prostate Cancer,Prostate Cancer,Medical device,III,Recruiting,2022-03-20,2023-05-25,Johnson & Johnson,174,Safety and efficacy of intervention in Prostate Cancer,Europe,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16201530,A Phase III Study of Stem cell therapy in Lupus,Lupus,Behavioral intervention,II,"Active, not recruiting",2022-03-12,2022-09-13,GSK,3248,Safety and efficacy of intervention in Lupus,Global,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96155232,A Phase I Study of Stem cell therapy in Colorectal Cancer,Colorectal Cancer,Combination therapy,III,Terminated,2019-07-09,2022-07-23,Merck,2731,Safety and efficacy of intervention in Colorectal Cancer,Europe,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74499135,A Phase IV Study of Dietary supplement in Multiple Sclerosis,Multiple Sclerosis,Stem cell therapy,III,Completed,2023-11-27,2025-04-29,Academic Medical Center,1426,Safety and efficacy of intervention in Multiple Sclerosis,Global,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT72816254,A Phase III Study of Medical device in Diabetes Type 1,Diabetes Type 1,Vaccine,I,Not yet recruiting,2022-01-06,2024-04-09,Pfizer,3048,Safety and efficacy of intervention in Diabetes Type 1,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT53991218,A Phase I Study of Immunotherapy in Asthma,Asthma,Dietary supplement,III,Terminated,2025-06-10,2029-04-22,Academic Medical Center,1843,Safety and efficacy of intervention in Asthma,Asia-Pacific,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT46711068,A Phase IV Study of Behavioral intervention in Osteoarthritis,Osteoarthritis,Stem cell therapy,IV,"Active, not recruiting",2020-04-21,2024-11-17,Novartis,4381,Safety and efficacy of intervention in Osteoarthritis,United States,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT47264424,A Phase II Study of Medical device in Asthma,Asthma,Gene therapy,I,Not yet recruiting,2019-03-25,2022-08-23,NIH,1297,Safety and efficacy of intervention in Asthma,Global,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT99273932,A Phase IV Study of Medical device in HIV/AIDS,HIV/AIDS,Immunotherapy,IV,Recruiting,2019-04-08,2023-08-06,Novartis,969,Safety and efficacy of intervention in HIV/AIDS,United States,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT13548976,A Phase III Study of Novel pharmaceutical compound in Parkinson's Disease,Parkinson's Disease,Stem cell therapy,IV,"Active, not recruiting",2023-07-05,2026-09-02,NIH,2202,Safety and efficacy of intervention in Parkinson's Disease,Global,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88048529,A Phase II Study of Surgical procedure in HIV/AIDS,HIV/AIDS,Novel pharmaceutical compound,IV,Suspended,2020-09-04,2024-07-14,NIH,4017,Safety and efficacy of intervention in HIV/AIDS,United States,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT25201521,A Phase III Study of Combination therapy in ADHD,ADHD,Stem cell therapy,I,Suspended,2019-09-13,2021-12-20,GSK,792,Safety and efficacy of intervention in ADHD,Asia-Pacific,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57954970,A Phase III Study of Surgical procedure in Multiple Sclerosis,Multiple Sclerosis,Medical device,II,Completed,2022-11-18,2024-02-07,Roche,3885,Safety and efficacy of intervention in Multiple Sclerosis,Europe,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT45346617,A Phase IV Study of Gene therapy in Sleep Apnea,Sleep Apnea,Surgical procedure,I,Completed,2021-10-09,2023-01-05,Academic Medical Center,1780,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57274805,A Phase I Study of Vaccine in Prostate Cancer,Prostate Cancer,Vaccine,III,Terminated,2024-11-02,2029-02-24,Roche,456,Safety and efficacy of intervention in Prostate Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT48903162,A Phase II Study of Behavioral intervention in Heart Failure,Heart Failure,Dietary supplement,I,Suspended,2020-05-18,2022-05-05,Roche,3425,Safety and efficacy of intervention in Heart Failure,Global,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT23172421,A Phase III Study of Behavioral intervention in Sleep Apnea,Sleep Apnea,Gene therapy,I,"Active, not recruiting",2020-05-01,2023-07-10,NIH,1342,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
